"","X","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","new_hosp_primary","new_hosp_incidental","new_hosp_total","new_death_total","remapped_id","population","population_scale","month","month_id","jhu_cases_reset","jhu_zero","case_na","jhu_na","cdc_impute","jhu_impute","pred_cdc","pred_jhu","pred_zero","jhu_comb","avg_pred","avg","diff1","diff2"
"1225",352,"2020-08-01","NY","ONTARIO",36069,265,3,46,216,0,235,30,42,1,0,0,11,2,13,0,13,112363,4.95536934950386,2020-08-01,8,42,0,0,0,265,42,303.125208613377,117.925075658022,0.00917540224945896,116.843065653562,209.984137133469,153.5,56.4841371334693,56.4841371334693
"1226",412,"2020-09-01","NY","ONTARIO",36069,260,7,70,183,0,236,24,84,0,0,0,6,1,7,0,13,112363,4.95536934950386,2020-09-01,9,84,0,0,0,260,84,198.946602945676,180.129754619738,0.00970173624688103,178.382183250202,188.664393097939,172,16.664393097939,16.664393097939
"1227",472,"2020-10-01","NY","ONTARIO",36069,443,7,127,309,0,371,72,226,0,2,4,25,5,30,2,13,112363,4.95536934950386,2020-10-01,10,226,0,0,0,443,226,208.320956096668,379.054597561989,0.0106974243159589,374.999689692953,291.660322894811,334.5,42.8396771051894,42.8396771051894
"1228",532,"2020-11-01","NY","ONTARIO",36069,781,1,3,777,0,698,83,625,2,1,1,59,7,66,1,13,112363,4.95536934950386,2020-11-01,11,625,0,0,0,781,625,618.688862118704,348.236888393783,0.0105788495324733,344.552942749808,481.620902434256,703,221.379097565744,221.379097565744
"1229",591,"2020-12-01","NY","ONTARIO",36069,1573,3,81,1489,0,1403,170,1928,25,51,52,188,34,222,46,13,112363,4.95536934950386,2020-12-01,12,1928,0,0,0,1573,1928,1419.01481949459,1391.20457086495,0.0127011615539572,1373.53465685579,1396.27473817519,1750.5,354.225261824811,354.225261824811
"1230",650,"2021-01-01","NY","ONTARIO",36069,1095,36,641,418,0,1008,87,1927,25,28,32,174,37,211,25,13,112363,4.95536934950386,2021-01-01,13,1927,0,0,0,1095,1927,1737.55981677251,1318.87984597541,0.00190863606987023,1316.36258432956,1526.96120055103,1511,15.9612005510344,15.9612005510344
"1231",710,"2021-02-01","NY","ONTARIO",36069,609,15,453,141,0,605,4,610,1,5,6,71,14,85,4,13,112363,4.95536934950386,2021-02-01,14,610,0,0,0,609,610,304.66422865195,838.208804056086,0.00179748040784753,836.70214015311,570.68318440253,609.5,38.8168155974699,38.8168155974699
"1232",770,"2021-03-01","NY","ONTARIO",36069,583,26,481,76,0,580,3,542,2,10,12,68,5,73,7,13,112363,4.95536934950386,2021-03-01,15,542,0,0,0,583,542,486.78606849197,502.504462537689,0.00167962865020897,501.660441645553,494.223255068761,562.5,68.2767449312388,68.2767449312388
"1233",830,"2021-04-01","NY","ONTARIO",36069,683,29,558,96,0,683,0,778,2,2,2,45,10,55,1,13,112363,4.95536934950386,2021-04-01,16,778,0,0,0,683,778,344.670264289763,673.067076060046,0.00174596412528695,671.891925091334,508.281094690548,730.5,222.218905309452,222.218905309452
"1234",890,"2021-05-01","NY","ONTARIO",36069,190,9,152,29,0,179,11,273,1,4,4,37,6,43,3,13,112363,4.95536934950386,2021-05-01,17,273,0,0,0,190,273,214.18106510974,337.162008677265,0.00159294554141627,336.624927958808,275.402996534274,231.5,43.9029965342737,43.9029965342737
"1235",945,"2021-06-01","NY","ONTARIO",36069,23,7,14,2,0,23,0,27,0,2,2,6,3,9,2,13,112363,4.95536934950386,2021-06-01,18,27,0,0,0,23,27,106.164469978243,367.316666567053,0.0016111961165203,366.724847380347,236.444658679295,25,211.444658679295,211.444658679295
"1236",1003,"2021-07-01","NY","ONTARIO",36069,127,8,105,14,0,127,0,104,0,0,0,10,1,11,0,13,112363,4.95536934950386,2021-07-01,19,104,0,0,0,127,104,441.882027569465,352.18132584504,0.00160221476264918,351.617055725642,396.749541647553,115.5,281.249541647553,281.249541647553
"1237",1063,"2021-08-01","NY","ONTARIO",36069,531,16,433,82,0,527,4,435,1,1,1,33,5,38,1,13,112363,4.95536934950386,2021-08-01,20,435,0,0,0,531,435,507.686727263976,443.552000104731,0.00165203838847684,442.819235173272,475.252981218624,483,7.74701878137603,7.74701878137603
"1238",1123,"2021-09-01","NY","ONTARIO",36069,821,44,646,131,0,808,13,817,8,10,10,84,14,98,10,13,112363,4.95536934950386,2021-09-01,21,817,0,0,0,821,817,707.869800394186,987.895756292193,0.00183702679739607,986.080965314851,846.975382854518,819,27.9753828545181,27.9753828545181
"1239",1183,"2021-10-01","NY","ONTARIO",36069,1005,45,799,161,0,1001,4,910,9,12,12,98,9,107,12,13,112363,4.95536934950386,2021-10-01,22,910,0,0,0,1005,910,844.990076058734,949.657250699016,0.00182743135819535,947.921817259551,896.455946659142,957.5,61.0440533408575,61.0440533408575
"1240",1243,"2021-11-01","NY","ONTARIO",36069,2085,77,1595,413,0,2063,22,2006,8,13,14,140,16,156,12,13,112363,4.95536934950386,2021-11-01,23,2006,0,0,0,2085,2006,1906.681669548,2169.2609159573,0.00203882998909252,2164.83816174768,2035.75991564784,2045.5,9.74008435215865,9.74008435215865
"1241",1303,"2021-12-01","NY","ONTARIO",36069,2841,76,1941,824,0,2820,21,2439,25,44,45,232,23,255,42,13,112363,4.95536934950386,2021-12-01,24,2439,0,0,0,2841,2439,2602.38450758829,1951.30699148212,0.00201033970309679,1947.38420156421,2274.88435457625,2640,365.115645423753,365.115645423753
"1242",1363,"2022-01-01","NY","ONTARIO",36069,5186,48,1912,3226,0,5174,12,4452,22,29,36,182,45,227,23,13,112363,4.95536934950386,2022-01-01,25,4452,0,0,0,5186,4452,5184.26954309834,3771.84093552786,0.00219432994935848,3763.56427199882,4473.91690754858,4819,345.083092451422,345.083092451422
"1243",1423,"2022-02-01","NY","ONTARIO",36069,941,39,613,289,0,937,4,887,4,5,8,112,29,141,7,13,112363,4.95536934950386,2022-02-01,26,887,0,0,0,941,887,942.064075577665,1110.96512050831,0.00186580693987184,1108.89227407651,1025.47817482709,914,111.478174827088,111.478174827088
"1244",1483,"2022-03-01","NY","ONTARIO",36069,683,25,539,119,0,681,2,401,5,4,8,49,5,54,6,13,112363,4.95536934950386,2022-03-01,27,401,0,0,0,683,401,683.56455621444,724.43361678528,0.00176309887535856,723.156368690254,703.360462452347,542,161.360462452347,161.360462452347
"1245",1543,"2022-04-01","NY","ONTARIO",36069,1587,39,681,867,0,1587,0,1200,3,2,4,101,16,117,6,13,112363,4.95536934950386,2022-04-01,28,1200,0,0,0,1587,1200,1586.20998880021,1103.90252301256,0.00186420964477766,1101.84461728226,1344.02730304124,1393.5,49.4726969587614,49.4726969587614
"1246",1603,"2022-05-01","NY","ONTARIO",36069,1077,0,0,1077,0,1075,2,1029,10,4,6,112,14,126,8,13,112363,4.95536934950386,2022-05-01,29,1029,0,0,0,1077,1029,1076.65521315926,1129.43518717569,0.00186988609667671,1127.32327202209,1101.98924259068,1053,48.989242590676,48.989242590676
"1247",1663,"2022-06-01","NY","ONTARIO",36069,392,0,0,392,0,392,0,455,1,3,3,67,7,74,1,13,112363,4.95536934950386,2022-06-01,30,455,0,0,0,392,455,392.909803646286,591.526584467098,0.00171635312244285,590.51131596684,491.710559806563,423.5,68.2105598065628,68.2105598065628
"1248",1723,"2022-07-01","NY","ONTARIO",36069,530,0,0,530,0,530,0,457,1,3,4,49,12,61,2,13,112363,4.95536934950386,2022-07-01,31,457,0,0,0,530,457,529.511699076298,814.26559063946,0.00179061337228921,812.807555784266,671.159627430282,493.5,177.659627430282,177.659627430282
"1249",1783,"2022-08-01","NY","ONTARIO",36069,573,0,0,573,0,571,2,505,2,1,4,74,17,91,4,13,112363,4.95536934950386,2022-08-01,32,505,0,0,0,573,505,573.137103896966,503.396992183049,0.00168001670389685,502.55127682749,537.844190362228,539,1.15580963777165,1.15580963777165
"1250",1843,"2022-09-01","NY","ONTARIO",36069,682,0,0,682,0,681,1,545,4,4,4,72,12,84,3,13,112363,4.95536934950386,2022-09-01,33,545,0,0,0,682,545,682.090476747008,518.829757987251,0.00168676770311813,517.954612708061,600.022544727535,613.5,13.4774552724652,13.4774552724652
"1251",1903,"2022-10-01","NY","ONTARIO",36069,734,0,0,734,0,734,0,647,5,6,6,87,22,109,3,13,112363,4.95536934950386,2022-10-01,34,647,0,0,0,734,647,733.452747334229,612.076191021015,0.00172412845444142,611.02089304379,672.236820189009,690.5,18.2631798109908,18.2631798109908
"1252",1963,"2022-11-01","NY","ONTARIO",36069,415,0,0,415,0,412,3,353,5,3,4,63,22,85,7,13,112363,4.95536934950386,2022-11-01,35,353,0,0,0,415,353,415.740652226688,266.82168995688,0.00154409467288345,266.409692006808,341.075172116748,384,42.924827883252,42.924827883252
"1253",2023,"2022-12-01","NY","ONTARIO",36069,573,0,0,573,0,566,7,493,4,4,5,58,7,65,3,13,112363,4.95536934950386,2022-12-01,36,493,0,0,0,573,493,572.644608209091,689.804490277519,0.00175167519278919,688.596176864025,630.620392536558,533,97.620392536558,97.620392536558
"1254",2083,"2023-01-01","NY","ONTARIO",36069,570,0,0,570,0,564,6,447,5,NA,NA,75,17,92,6,13,112363,4.95536934950386,2023-01-01,37,447,0,0,0,570,447,569.81887664579,113.288114380197,0.00692075571824242,112.504075014791,341.161475830291,508.5,167.338524169709,167.338524169709
"1255",2143,"2023-02-01","NY","ONTARIO",36069,398,0,0,398,0,394,4,335,6,NA,NA,51,14,65,7,13,112363,4.95536934950386,2023-02-01,38,335,0,0,0,398,335,398.573865068999,110.537140880029,0.00689827803800036,109.774624948713,254.174245008856,366.5,112.325754991144,112.325754991144
"1256",2203,"2023-03-01","NY","ONTARIO",36069,436,0,0,436,0,434,2,104,1,NA,NA,77,14,91,10,13,112363,4.95536934950386,2023-03-01,39,104,0,0,0,436,104,435.333525284356,129.202940014867,0.00704180247973929,128.293118431481,281.813321857918,270,11.8133218579183,11.8133218579183
"1257",17,"2020-02-01","NY","ORANGE",36071,17,1,15,1,0,17,0,0,0,0,0,NA,NA,NA,NA,33,400986,17.6840573318633,2020-02-01,2,0,1,0,0,17,0,19.5468193254764,18297.5043141533,0.943827522492618,1027.81614952799,523.681484426735,8.5,515.181484426735,515.181484426735
"1258",55,"2020-03-01","NY","ORANGE",36071,4529,440,3444,645,114,4327,88,1556,5,23,23,40,111,151,16,33,400986,17.6840573318633,2020-03-01,3,1556,0,0,0,4529,1556,4109.4197580053,1553.32074010799,0.0128891399934506,1533.299771634,2821.35976481965,3042.5,221.140235180349,221.140235180349
"1259",113,"2020-04-01","NY","ORANGE",36071,6213,438,3410,2365,171,5836,206,7094,315,298,309,259,469,728,227,33,400986,17.6840573318633,2020-04-01,4,7094,0,0,0,6213,7094,4359.94109422907,7095.67426610805,0.0158076892449017,6983.50805232637,5671.72457327772,6653.5,981.775426722279,981.775426722279
"1260",173,"2020-05-01","NY","ORANGE",36071,3192,136,815,2241,35,2790,367,1756,124,104,113,116,182,298,133,33,400986,17.6840573318633,2020-05-01,5,1756,0,0,0,3192,1756,2543.41904781229,2198.79480950156,0.0135038120130868,2169.1026977387,2356.2608727755,2474,117.739127224505,117.739127224505
"1261",233,"2020-06-01","NY","ORANGE",36071,1201,18,230,953,0,1052,149,317,34,20,22,22,32,54,25,33,400986,17.6840573318633,2020-06-01,6,317,0,0,0,1201,317,2733.37856720368,321.456159414268,0.0104682993204529,318.091060119116,1525.7348136614,759,766.734813661399,766.734813661399
"1262",293,"2020-07-01","NY","ORANGE",36071,665,20,260,385,0,617,48,359,11,4,4,10,27,37,3,33,400986,17.6840573318633,2020-07-01,7,359,0,0,0,665,359,3799.70247506008,2314.63103048019,0.0136055567116102,2283.13918672854,3041.42083089431,512,2529.42083089431,2529.42083089431
"1263",353,"2020-08-01","NY","ORANGE",36071,483,21,287,175,0,433,50,351,5,2,3,0,22,22,2,33,400986,17.6840573318633,2020-08-01,8,351,0,0,0,483,351,2667.42702475194,368.807233618703,0.0106589826380286,364.876123718782,1516.15157423536,417,1099.15157423536,1099.15157423536
"1264",413,"2020-09-01","NY","ORANGE",36071,961,39,685,237,0,923,38,710,4,7,9,29,18,47,6,33,400986,17.6840573318633,2020-09-01,9,710,0,0,0,961,710,747.624253569355,1394.52329849943,0.0127091098176373,1376.80014875555,1062.21220116245,835.5,226.71220116245,226.71220116245
"1265",473,"2020-10-01","NY","ORANGE",36071,1618,74,1084,460,0,1573,45,1690,9,8,9,68,49,117,10,33,400986,17.6840573318633,2020-10-01,10,1690,0,0,0,1618,1690,890.1624684884,1695.9861597188,0.0130410369567539,1673.86874153176,1282.01560501008,1654,371.984394989918,371.984394989918
"1266",533,"2020-11-01","NY","ORANGE",36071,3826,135,2116,1575,0,3773,53,3121,23,27,30,189,59,248,29,33,400986,17.6840573318633,2020-11-01,11,3121,0,0,0,3826,3121,2873.55573319572,1503.80829859289,0.012825041967437,1484.52189405246,2179.03881362409,3473.5,1294.46118637591,1294.46118637591
"1267",592,"2020-12-01","NY","ORANGE",36071,6604,217,2966,3421,0,6495,109,6403,67,76,82,346,127,473,78,33,400986,17.6840573318633,2020-12-01,12,6403,0,0,0,6604,6403,4340.9078912367,6334.15493078623,0.0155664435689909,6235.5546654989,5288.2312783678,6503.5,1215.2687216322,1215.2687216322
"1268",651,"2021-01-01","NY","ORANGE",36071,8136,200,4390,3546,0,8048,88,8882,81,94,102,400,192,592,85,33,400986,17.6840573318633,2021-01-01,13,8882,0,0,0,8136,8882,12462.0270177904,5573.68013190389,0.00230852368824906,5560.81315928866,9011.42008853952,8509,502.420088539524,502.420088539524
"1269",711,"2021-02-01","NY","ORANGE",36071,4683,121,2712,1850,0,4668,15,4713,42,50,58,267,108,375,43,33,400986,17.6840573318633,2021-02-01,14,4713,0,0,0,4683,4713,1996.7082429827,4727.29966956261,0.0022614444217599,4716.60914409489,3356.6586935388,4698,1341.3413064612,1341.3413064612
"1270",771,"2021-03-01","NY","ORANGE",36071,6713,189,3794,2730,0,6690,23,6279,54,49,56,310,155,465,40,33,400986,17.6840573318633,2021-03-01,15,6279,0,0,0,6713,6279,2690.96528182741,3973.60456161199,0.00220753743481446,3964.83268079109,3327.89898130925,6496,3168.10101869075,3168.10101869075
"1271",831,"2021-04-01","NY","ORANGE",36071,3477,109,1934,1434,0,3469,8,3967,31,34,36,255,155,410,34,33,400986,17.6840573318633,2021-04-01,16,3967,0,0,0,3477,3967,2548.57474096262,3969.47802399254,0.00220935701772981,3960.70802986351,3254.64138541306,3722,467.358614586938,467.358614586938
"1272",891,"2021-05-01","NY","ORANGE",36071,863,41,485,337,0,860,3,956,9,17,18,95,61,156,11,33,400986,17.6840573318633,2021-05-01,17,956,0,0,0,863,956,1372.89846312411,1181.1941610276,0.00188118394562582,1178.97211753521,1275.93529032966,909.5,366.435290329659,366.435290329659
"1273",946,"2021-06-01","NY","ORANGE",36071,279,23,106,150,0,279,0,263,33,5,9,51,32,83,3,33,400986,17.6840573318633,2021-06-01,18,263,0,0,0,279,263,1078.74834883314,317.453375157457,0.00158025735109959,316.951717127733,697.850032980434,271,426.850032980434,426.850032980434
"1274",1004,"2021-07-01","NY","ORANGE",36071,898,27,605,266,0,893,5,623,0,4,6,36,18,54,3,33,400986,17.6840573318633,2021-07-01,19,623,0,0,0,898,623,898.181984903441,1391.21260933791,0.00192283983244183,1388.53753031728,1143.35975761036,760.5,382.859757610358,382.859757610358
"1275",1064,"2021-08-01","NY","ORANGE",36071,3470,86,2179,1205,0,3445,25,3090,28,22,28,222,35,257,21,33,400986,17.6840573318633,2021-08-01,20,3090,0,0,0,3470,3090,3470.05859257017,3106.47226332815,0.00213843714531503,3099.82926764936,3284.94393010976,3280,4.94393010976228,4.94393010976228
"1276",1124,"2021-09-01","NY","ORANGE",36071,3262,56,2498,708,0,3241,21,3215,12,34,34,198,44,242,30,33,400986,17.6840573318633,2021-09-01,21,3215,0,0,0,3262,3215,2940.15415582775,4220.06896927687,0.0022283918101923,4210.66500214729,3575.40957898752,3238.5,336.909578987522,336.909578987522
"1277",1184,"2021-10-01","NY","ORANGE",36071,2940,57,2284,599,0,2905,35,3015,39,30,31,212,14,226,25,33,400986,17.6840573318633,2021-10-01,22,3015,0,0,0,2940,3015,2735.49868927522,2994.79828562522,0.00212801950215582,2988.42529646839,2861.9619928718,2977.5,115.538007128198,115.538007128198
"1278",1244,"2021-11-01","NY","ORANGE",36071,4690,79,3599,1012,0,4680,10,3823,18,22,26,220,30,250,18,33,400986,17.6840573318633,2021-11-01,23,3823,0,0,0,4690,3823,5367.71780714285,6211.57332973825,0.00234780828435462,6196.98974641582,5782.35377677933,4256.5,1525.85377677933,1525.85377677933
"1279",1304,"2021-12-01","NY","ORANGE",36071,21229,246,9721,11262,11,21199,19,13938,27,53,61,479,70,549,47,33,400986,17.6840573318633,2021-12-01,24,13938,0,0,0,21229,13938,18714.3304945252,13876.4397354994,0.00261281134667658,13840.183216307,16277.2568554161,17583.5,1306.24314458387,1306.24314458387
"1280",1364,"2022-01-01","NY","ORANGE",36071,24077,257,9594,14226,0,24044,33,29308,107,110,124,909,95,1004,97,33,400986,17.6840573318633,2022-01-01,25,29308,0,0,0,24077,29308,24076.8520588457,24742.2007578435,0.00282003206438801,24672.4269583628,24374.6395086043,26692.5,2317.86049139572,2317.86049139572
"1281",1424,"2022-02-01","NY","ORANGE",36071,1798,45,1124,629,0,1795,3,3092,25,32,39,232,32,264,33,33,400986,17.6840573318633,2022-02-01,26,3092,0,0,0,1798,3092,1798.1186616872,3101.86674638047,0.00213800937910526,3095.23492618397,2446.67679393558,2445,1.67679393558456,1.67679393558456
"1282",1484,"2022-03-01","NY","ORANGE",36071,1129,27,780,322,0,1123,6,1429,39,5,10,83,27,110,11,33,400986,17.6840573318633,2022-03-01,27,1429,0,0,0,1129,1429,1129.03052385951,4264.19877897472,0.00223319484929703,4254.67599222514,2691.85325804232,1279,1412.85325804232,1412.85325804232
"1283",1544,"2022-04-01","NY","ORANGE",36071,3178,45,1825,1308,0,3173,5,2906,10,7,11,127,29,156,8,33,400986,17.6840573318633,2022-04-01,28,2906,0,0,0,3178,2906,3177.97309690211,2902.07753441802,0.00211915528313574,2895.92758147889,3036.9503391905,3042,5.04966080949907,5.04966080949907
"1284",1604,"2022-05-01","NY","ORANGE",36071,5814,37,1308,4469,0,5812,2,1388,3,11,13,229,5,234,9,33,400986,17.6840573318633,2022-05-01,29,1388,0,0,0,5814,1388,5813.93861109446,5632.70924095853,0.00231910074464984,5619.64642076342,5716.79251592894,3601,2115.79251592894,2115.79251592894
"1285",1664,"2022-06-01","NY","ORANGE",36071,3271,63,1138,2070,0,3265,6,8110,20,9,12,185,10,195,11,33,400986,17.6840573318633,2022-06-01,30,8110,0,0,0,3271,8110,3271.07393819188,8127.62334937537,0.00243149248746054,8107.86109426045,5689.46751622617,5690.5,1.0324837738317,1.0324837738317
"1286",1724,"2022-07-01","NY","ORANGE",36071,4478,52,558,3868,0,4471,7,4425,10,8,13,239,20,259,11,33,400986,17.6840573318633,2022-07-01,31,4425,0,0,0,4478,4425,4477.96403880334,5404.7999940083,0.00230318513144876,5392.35173902365,4935.15788891349,4451.5,483.657888913493,483.657888913493
"1287",1784,"2022-08-01","NY","ORANGE",36071,4054,59,542,3453,0,4047,7,4110,23,8,10,275,10,285,7,33,400986,17.6840573318633,2022-08-01,32,4110,0,0,0,4054,4110,4054.0046698843,4121.13502117226,0.00222043186940465,4111.98432163313,4082.99449575871,4082,0.994495758712219,0.994495758712219
"1288",1844,"2022-09-01","NY","ORANGE",36071,3546,69,669,2808,0,3534,12,3560,4,7,12,257,23,280,10,33,400986,17.6840573318633,2022-09-01,33,3560,0,0,0,3546,3560,3546.00758669751,3021.88319533694,0.00213011473501041,3015.44623741507,3280.72691205629,3553,272.27308794371,272.27308794371
"1289",1904,"2022-10-01","NY","ORANGE",36071,3453,63,800,2590,0,3439,14,3253,20,13,20,259,31,290,22,33,400986,17.6840573318633,2022-10-01,34,3253,0,0,0,3453,3253,3452.97782930792,3250.7028934555,0.00215136793642996,3243.70943547965,3348.34363239379,3353,4.65636760621419,4.65636760621419
"1290",1964,"2022-11-01","NY","ORANGE",36071,3049,61,633,2355,0,3025,24,3251,12,11,14,227,24,251,11,33,400986,17.6840573318633,2022-11-01,35,3251,0,0,0,3049,3251,3049.04722194622,2406.96080723982,0.00206642587366687,2401.98700115084,2725.51711154853,3150,424.48288845147,424.48288845147
"1291",2024,"2022-12-01","NY","ORANGE",36071,5335,80,458,4797,0,5311,24,5266,11,14,16,340,49,389,13,33,400986,17.6840573318633,2022-12-01,36,5266,0,0,0,5335,5266,5334.97119263053,5276.58162082331,0.00229487469891926,5264.4725271649,5299.72185989772,5300.5,0.778140102283032,0.778140102283032
"1292",2084,"2023-01-01","NY","ORANGE",36071,4819,9,1,4809,0,4801,18,0,0,NA,NA,396,32,428,20,33,400986,17.6840573318633,2023-01-01,37,0,1,0,0,4819,0,4818.9800617013,221.842200203799,0.00756171589457893,220.16469251243,2519.57237710686,2409.5,110.072377106865,110.072377106865
"1293",2144,"2023-02-01","NY","ORANGE",36071,1944,5,2,1937,0,1923,21,0,0,NA,NA,192,35,227,12,33,400986,17.6840573318633,2023-02-01,38,0,1,0,0,1944,0,1944.01723256652,119.928961216709,0.0069739821984974,119.092578776099,1031.55490567131,972,59.5549056713089,59.5549056713089
"1294",2204,"2023-03-01","NY","ORANGE",36071,931,2,0,929,0,928,3,0,0,NA,NA,125,11,136,3,33,400986,17.6840573318633,2023-03-01,39,0,1,0,0,931,0,931.004108084834,798.399981638098,0.00895371571959689,791.251335171979,861.127721628407,465.5,395.627721628407,395.627721628407
"1295",56,"2020-03-01","NY","ORLEANS",36073,15,6,9,0,0,14,1,5,0,0,0,2,2,4,0,10,40135,1.77001102535832,2020-03-01,3,5,0,0,0,15,5,84.6122912519279,9.58052806848127,0.00655197291162605,9.51775670809751,47.0650239800127,10,37.0650239800127,37.0650239800127
"1296",114,"2020-04-01","NY","ORLEANS",36073,87,17,65,5,0,41,46,84,9,9,9,0,0,0,5,10,40135,1.77001102535832,2020-04-01,4,84,0,0,0,87,84,65.3428015919237,95.500914213892,0.00892339363220346,94.6487219641262,79.9957617780249,85.5,5.50423822197507,5.50423822197507
"1297",174,"2020-05-01","NY","ORLEANS",36073,153,13,118,22,0,64,89,140,24,17,18,1,0,1,21,10,40135,1.77001102535832,2020-05-01,5,140,0,0,0,153,140,110.318115633193,55.5796933071164,0.00830499952992461,55.1181039803274,82.7181098067604,146.5,63.7818901932396,63.7818901932396
"1298",234,"2020-06-01","NY","ORLEANS",36073,28,3,20,5,0,26,2,52,18,11,15,1,1,2,15,10,40135,1.77001102535832,2020-06-01,6,52,0,0,0,28,52,149.909397700676,127.570818123349,0.00927097097565841,126.388112771187,138.148755235932,40,98.1487552359316,98.1487552359316
"1299",294,"2020-07-01","NY","ORLEANS",36073,14,1,9,4,0,14,0,12,3,0,2,0,0,0,0,10,40135,1.77001102535832,2020-07-01,7,12,0,0,0,14,12,299.827272997217,43.5078369812529,0.00803801675449972,43.1581202586456,171.492696627931,13,158.492696627931,158.492696627931
"1300",354,"2020-08-01","NY","ORLEANS",36073,11,0,8,3,0,11,0,13,0,0,0,0,0,0,0,10,40135,1.77001102535832,2020-08-01,8,13,0,0,0,11,13,59.4857933469601,138.245036305343,0.00936963177025203,136.949731221097,98.2177622840285,12,86.2177622840285,86.2177622840285
"1301",414,"2020-09-01","NY","ORLEANS",36073,28,1,25,2,0,27,1,30,1,0,0,0,0,0,0,10,40135,1.77001102535832,2020-09-01,9,30,0,0,0,28,30,71.8711678878283,71.4632999969947,0.00858727809797909,70.8496247661212,71.3603963269747,29,42.3603963269747,42.3603963269747
"1302",474,"2020-10-01","NY","ORLEANS",36073,83,2,58,23,0,82,1,77,0,0,0,0,0,0,0,10,40135,1.77001102535832,2020-10-01,10,77,0,0,0,83,77,42.3460628462572,128.735624712629,0.00928205926806256,127.540693014135,84.9433779301961,80,4.94337793019608,4.94337793019608
"1303",534,"2020-11-01","NY","ORLEANS",36073,236,0,3,233,0,224,12,217,2,0,0,1,1,2,0,10,40135,1.77001102535832,2020-11-01,11,217,0,0,0,236,217,281.269870981967,95.5607899394195,0.00892417302787914,94.7079889153193,187.988929948643,226.5,38.5110700513569,38.5110700513569
"1304",593,"2020-12-01","NY","ORLEANS",36073,861,6,70,785,0,830,31,729,5,1,1,3,1,4,1,10,40135,1.77001102535832,2020-12-01,12,729,0,0,0,861,729,702.296336670334,123.956919197795,0.00923586880871476,122.812069354152,412.554203012243,795,382.445796987757,382.445796987757
"1305",652,"2021-01-01","NY","ORLEANS",36073,815,23,600,192,0,781,34,814,16,8,8,19,0,19,5,10,40135,1.77001102535832,2021-01-01,13,814,0,0,0,815,814,799.196470199537,497.322755412357,0.00167731788790127,496.488587058643,647.84252862909,814.5,166.65747137091,166.65747137091
"1306",712,"2021-02-01","NY","ORLEANS",36073,268,8,175,85,0,267,1,274,3,1,4,2,0,2,2,10,40135,1.77001102535832,2021-02-01,14,274,0,0,0,268,274,101.107928849793,361.586633200469,0.00160780597021802,361.005272052858,231.056600451325,271,39.9433995486746,39.9433995486746
"1307",772,"2021-03-01","NY","ORLEANS",36073,193,2,123,68,0,191,2,144,2,0,1,3,0,3,0,10,40135,1.77001102535832,2021-03-01,15,144,0,0,0,193,144,175.71727315875,107.40682012212,0.00136712141673224,107.259981958028,141.488627558389,168.5,27.0113724416111,27.0113724416111
"1308",832,"2021-04-01","NY","ORLEANS",36073,397,12,284,101,0,396,1,332,0,1,2,4,0,4,0,10,40135,1.77001102535832,2021-04-01,16,332,0,0,0,397,332,150.963538861232,405.422557503021,0.00163244096574201,404.760729111717,277.862133986474,364.5,86.6378660135256,86.6378660135256
"1309",892,"2021-05-01","NY","ORLEANS",36073,176,7,128,41,0,175,1,187,0,0,0,4,0,4,0,10,40135,1.77001102535832,2021-05-01,17,187,0,0,0,176,187,101.44772741362,128.488412647232,0.00140041922883679,128.308475003478,114.878101208549,181.5,66.6218987914505,66.6218987914505
"1310",947,"2021-06-01","NY","ORLEANS",36073,13,0,7,6,0,13,0,13,0,0,0,1,0,1,0,10,40135,1.77001102535832,2021-06-01,18,13,0,0,0,13,13,34.4335542794458,460.126310058481,0.00166010559416586,459.36245179713,246.898003038288,13,233.898003038288,233.898003038288
"1311",1005,"2021-07-01","NY","ORLEANS",36073,32,1,24,7,0,32,0,21,0,0,0,0,0,0,0,10,40135,1.77001102535832,2021-07-01,19,21,0,0,0,32,21,143.15653493017,77.8349057854536,0.00130912191423793,77.7330104045972,110.444772667384,26.5,83.9447726673837,83.9447726673837
"1312",1065,"2021-08-01","NY","ORLEANS",36073,234,8,195,31,0,234,0,177,0,0,0,3,0,3,0,10,40135,1.77001102535832,2021-08-01,20,177,0,0,0,234,177,207.615754475113,416.534923722185,0.00163831564074833,415.852508041733,311.734131258423,205.5,106.234131258423,106.234131258423
"1313",1125,"2021-09-01","NY","ORLEANS",36073,564,12,468,84,0,562,2,524,2,1,1,12,0,12,1,10,40135,1.77001102535832,2021-09-01,21,524,0,0,0,564,524,466.016761080028,468.104395232712,0.00166390182736989,467.325515474084,466.671138277056,544,77.3288617229436,77.3288617229436
"1314",1185,"2021-10-01","NY","ORLEANS",36073,729,27,624,78,0,716,13,708,5,0,1,5,0,5,0,10,40135,1.77001102535832,2021-10-01,22,708,0,0,0,729,708,614.852813821598,490.485988132408,0.00167423040088157,489.66480157987,552.258807700734,718.5,166.241192299266,166.241192299266
