"","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","new_hosp_primary","new_hosp_incidental","new_hosp_total","new_death_total"
"2176",2023-03-01,"NY","CHAUTAUQUA",36013,358,0,0,358,0,356,2,94,0,NA,NA,27,5,32,4
"2177",2023-03-01,"NY","CHEMUNG",36015,225,0,0,225,0,224,1,70,0,NA,NA,23,8,31,0
"2178",2023-03-01,"NY","CHENANGO",36017,127,0,0,127,0,127,0,25,0,NA,NA,3,0,3,0
"2179",2023-03-01,"NY","CLINTON",36019,299,27,12,260,0,297,2,117,1,NA,NA,14,36,50,3
"2180",2023-03-01,"NY","COLUMBIA",36021,106,0,0,106,0,106,0,35,0,NA,NA,15,5,20,1
"2181",2023-03-01,"NY","CORTLAND",36023,166,0,0,166,0,166,0,53,0,NA,NA,26,0,26,0
"2182",2023-03-01,"NY","DELAWARE",36025,71,0,0,71,0,59,12,16,0,NA,NA,5,0,5,0
"2183",2023-03-01,"NY","DUTCHESS",36027,524,5,47,472,0,522,2,152,0,NA,NA,81,15,96,4
"2184",2023-03-01,"NY","ERIE",36029,2953,0,0,2953,11,2925,17,664,15,NA,NA,164,228,392,38
"2185",2023-03-01,"NY","ESSEX",36031,140,2,0,138,0,139,1,54,3,NA,NA,2,0,2,2
"2186",2023-03-01,"NY","FRANKLIN",36033,243,0,0,243,0,242,1,65,1,NA,NA,11,9,20,1
"2187",2023-03-01,"NY","FULTON",36035,143,0,0,143,0,142,1,42,0,NA,NA,5,0,5,0
"2188",2023-03-01,"NY","GENESEE",36037,184,0,0,184,0,184,0,60,0,NA,NA,8,20,28,0
"2189",2023-03-01,"NY","GREENE",36039,88,0,0,88,0,88,0,31,1,NA,NA,NA,NA,NA,0
"2190",2023-03-01,"NY","HERKIMER",36043,137,0,0,137,0,137,0,35,1,NA,NA,4,0,4,0
"2191",2023-03-01,"NY","JEFFERSON",36045,312,0,0,312,0,311,1,69,0,NA,NA,39,3,42,1
"2192",2023-03-01,"NY","KINGS",36047,4839,324,5,4510,0,0,4839,1405,-14,NA,NA,208,111,319,18
"2193",2023-03-01,"NY","LEWIS",36049,58,0,0,58,0,58,0,13,0,NA,NA,3,0,3,0
"2194",2023-03-01,"NY","LIVINGSTON",36051,195,0,0,195,0,195,0,41,1,NA,NA,0,13,13,2
"2195",2023-03-01,"NY","MADISON",36053,166,0,2,164,0,166,0,58,0,NA,NA,9,0,9,2
"2196",2023-03-01,"NY","MONROE",36055,2476,0,0,2476,0,2468,8,576,1,NA,NA,373,272,645,29
"2197",2023-03-01,"NY","MONTGOMERY",36057,109,0,0,109,0,109,0,46,1,NA,NA,11,0,11,2
"2198",2023-03-01,"NY","NASSAU",36059,3265,209,0,3056,0,3261,4,700,6,NA,NA,236,143,379,23
"2199",2023-03-01,"NY","NEW YORK",36061,3047,243,7,2797,0,0,3047,1216,-10,NA,NA,354,219,573,23
"2200",2023-03-01,"NY","NIAGARA",36063,513,0,0,513,0,511,2,167,2,NA,NA,15,14,29,3
"2201",2023-03-01,"NY","ONEIDA",36065,597,0,0,597,0,596,1,131,6,NA,NA,63,12,75,17
"2202",2023-03-01,"NY","ONONDAGA",36067,1421,0,0,1421,0,1420,1,326,5,NA,NA,239,8,247,24
"2203",2023-03-01,"NY","ONTARIO",36069,436,0,0,436,0,434,2,104,1,NA,NA,77,14,91,10
"2204",2023-03-01,"NY","ORANGE",36071,931,2,0,929,0,928,3,0,0,NA,NA,125,11,136,3
"2205",2023-03-01,"NY","ORLEANS",36073,101,0,0,101,0,101,0,22,1,NA,NA,0,0,0,0
"2206",2023-03-01,"NY","OSWEGO",36075,463,0,0,463,0,463,0,90,1,NA,NA,20,7,27,1
"2207",2023-03-01,"NY","OTSEGO",36077,58,0,0,58,0,58,0,28,0,NA,NA,20,0,20,1
"2208",2023-03-01,"NY","PUTNAM",36079,196,3,16,177,0,195,1,34,3,NA,NA,8,0,8,1
"2209",2023-03-01,"NY","QUEENS",36081,3832,237,0,3595,0,0,3832,1459,-4,NA,NA,273,43,316,26
"2210",2023-03-01,"NY","RENSSELAER",36083,358,0,0,358,0,354,4,115,3,NA,NA,34,4,38,3
"2211",2023-03-01,"NY","RICHMOND",36085,1095,93,5,997,0,0,1095,449,-4,NA,NA,83,34,117,5
"2212",2023-03-01,"NY","ROCKLAND",36087,465,1,0,464,0,464,1,133,0,NA,NA,49,2,51,2
"2213",2023-03-01,"NY","SARATOGA",36091,349,0,0,349,0,349,0,117,3,NA,NA,34,2,36,4
"2214",2023-03-01,"NY","SCHENECTADY",36093,439,0,0,439,0,436,3,110,3,NA,NA,36,16,52,3
"2215",2023-03-01,"NY","SCHOHARIE",36095,37,0,0,37,0,26,11,15,0,NA,NA,3,0,3,0
"2216",2023-03-01,"NY","SENECA",36099,152,0,0,152,0,152,0,35,0,NA,NA,NA,NA,NA,0
"2217",2023-03-01,"NY","ST. LAWRENCE",36089,363,0,0,363,0,363,0,121,2,NA,NA,37,2,39,3
"2218",2023-03-01,"NY","STEUBEN",36101,347,0,0,347,0,346,1,103,0,NA,NA,31,0,31,1
"2219",2023-03-01,"NY","SUFFOLK",36103,2258,1,1,2256,0,2251,7,790,6,NA,NA,297,36,333,18
"2220",2023-03-01,"NY","SULLIVAN",36105,256,0,0,256,0,256,0,40,0,NA,NA,10,0,10,0
"2221",2023-03-01,"NY","TIOGA",36107,190,0,0,190,0,190,0,42,1,NA,NA,NA,NA,NA,0
"2222",2023-03-01,"NY","TOMPKINS",36109,327,0,0,327,0,327,0,100,1,NA,NA,17,0,17,1
"2223",2023-03-01,"NY","ULSTER",36111,381,7,10,364,0,380,1,102,0,NA,NA,22,4,26,2
"2224",2023-03-01,"NY","WARREN",36113,195,0,0,195,0,194,1,47,0,NA,NA,32,4,36,2
"2225",2023-03-01,"NY","WASHINGTON",36115,169,2,0,167,0,169,0,52,1,NA,NA,NA,NA,NA,3
"2226",2023-03-01,"NY","WAYNE",36117,307,1,0,306,0,306,1,73,0,NA,NA,12,33,45,2
"2227",2023-03-01,"NY","WESTCHESTER",36119,1887,0,0,1887,0,1885,2,426,6,NA,NA,268,52,320,20
"2228",2023-03-01,"NY","WYOMING",36121,88,0,0,88,0,88,0,32,1,NA,NA,9,0,9,0
"2229",2023-03-01,"NY","YATES",36123,29,0,0,29,0,29,0,6,0,NA,NA,4,0,4,0
"2230",2023-04-01,"NY","ALBANY",36001,312,0,0,312,0,312,0,NA,NA,NA,NA,79,6,85,8
"2231",2023-04-01,"NY","ALLEGANY",36003,55,3,0,52,0,55,0,NA,NA,NA,NA,4,0,4,0
"2232",2023-04-01,"NY","BRONX",36005,1207,173,8,1026,0,0,1207,NA,NA,NA,NA,136,16,152,8
"2233",2023-04-01,"NY","BROOME",36007,208,0,0,208,0,208,0,NA,NA,NA,NA,19,47,66,3
"2234",2023-04-01,"NY","CATTARAUGUS",36009,102,0,0,102,0,102,0,NA,NA,NA,NA,23,0,23,3
"2235",2023-04-01,"NY","CAYUGA",36011,77,0,0,77,0,77,0,NA,NA,NA,NA,14,0,14,2
"2236",2023-04-01,"NY","CHAUTAUQUA",36013,143,0,0,143,0,141,2,NA,NA,NA,NA,12,1,13,1
"2237",2023-04-01,"NY","CHEMUNG",36015,112,0,0,112,0,112,0,NA,NA,NA,NA,5,3,8,4
"2238",2023-04-01,"NY","CHENANGO",36017,59,0,0,59,0,59,0,NA,NA,NA,NA,6,1,7,0
"2239",2023-04-01,"NY","CLINTON",36019,139,13,15,111,0,138,1,NA,NA,NA,NA,10,16,26,3
"2240",2023-04-01,"NY","COLUMBIA",36021,61,0,0,61,0,61,0,NA,NA,NA,NA,6,1,7,3
"2241",2023-04-01,"NY","CORTLAND",36023,56,0,0,56,0,56,0,NA,NA,NA,NA,7,7,14,2
"2242",2023-04-01,"NY","DELAWARE",36025,51,0,0,51,0,51,0,NA,NA,NA,NA,1,0,1,0
"2243",2023-04-01,"NY","DUTCHESS",36027,242,2,40,200,0,241,1,NA,NA,NA,NA,33,4,37,8
"2244",2023-04-01,"NY","ERIE",36029,1048,0,0,1048,0,1042,6,NA,NA,NA,NA,82,78,160,19
"2245",2023-04-01,"NY","ESSEX",36031,51,2,0,49,0,51,0,NA,NA,NA,NA,3,0,3,0
"2246",2023-04-01,"NY","FRANKLIN",36033,62,0,0,62,0,62,0,NA,NA,NA,NA,3,0,3,1
"2247",2023-04-01,"NY","FULTON",36035,48,0,0,48,0,48,0,NA,NA,NA,NA,4,0,4,0
"2248",2023-04-01,"NY","GENESEE",36037,30,0,0,30,0,30,0,NA,NA,NA,NA,2,8,10,0
"2249",2023-04-01,"NY","GREENE",36039,25,0,0,25,0,25,0,NA,NA,NA,NA,NA,NA,NA,0
"2250",2023-04-01,"NY","HERKIMER",36043,67,0,0,67,0,67,0,NA,NA,NA,NA,7,0,7,0
"2251",2023-04-01,"NY","JEFFERSON",36045,107,0,0,107,0,107,0,NA,NA,NA,NA,14,0,14,0
"2252",2023-04-01,"NY","KINGS",36047,2555,224,5,2326,0,0,2555,NA,NA,NA,NA,104,82,186,16
"2253",2023-04-01,"NY","LEWIS",36049,23,0,0,23,0,22,1,NA,NA,NA,NA,4,0,4,0
"2254",2023-04-01,"NY","LIVINGSTON",36051,61,0,0,61,0,61,0,NA,NA,NA,NA,6,2,8,1
"2255",2023-04-01,"NY","MADISON",36053,108,0,0,108,0,107,1,NA,NA,NA,NA,4,2,6,3
"2256",2023-04-01,"NY","MONROE",36055,1153,0,1,1152,0,1139,14,NA,NA,NA,NA,257,158,415,25
"2257",2023-04-01,"NY","MONTGOMERY",36057,46,0,0,46,0,46,0,NA,NA,NA,NA,14,2,16,0
"2258",2023-04-01,"NY","NASSAU",36059,1958,145,0,1813,0,1956,2,NA,NA,NA,NA,136,84,220,17
"2259",2023-04-01,"NY","NEW YORK",36061,2007,168,5,1834,0,0,2007,NA,NA,NA,NA,256,143,399,24
"2260",2023-04-01,"NY","NIAGARA",36063,229,0,1,228,0,228,1,NA,NA,NA,NA,6,1,7,3
"2261",2023-04-01,"NY","ONEIDA",36065,212,0,0,212,0,211,1,NA,NA,NA,NA,27,17,44,3
"2262",2023-04-01,"NY","ONONDAGA",36067,430,0,0,430,0,429,1,NA,NA,NA,NA,105,9,114,14
"2263",2023-04-01,"NY","ONTARIO",36069,181,0,0,181,0,181,0,NA,NA,NA,NA,42,9,51,1
"2264",2023-04-01,"NY","ORANGE",36071,588,2,0,586,0,587,1,NA,NA,NA,NA,68,12,80,2
"2265",2023-04-01,"NY","ORLEANS",36073,14,0,0,14,0,14,0,NA,NA,NA,NA,2,4,6,0
"2266",2023-04-01,"NY","OSWEGO",36075,196,0,0,196,0,196,0,NA,NA,NA,NA,8,0,8,0
"2267",2023-04-01,"NY","OTSEGO",36077,67,0,0,67,0,67,0,NA,NA,NA,NA,16,2,18,2
"2268",2023-04-01,"NY","PUTNAM",36079,116,1,3,112,0,116,0,NA,NA,NA,NA,4,1,5,0
"2269",2023-04-01,"NY","QUEENS",36081,2371,199,8,2164,0,0,2371,NA,NA,NA,NA,182,18,200,9
"2270",2023-04-01,"NY","RENSSELAER",36083,169,0,0,169,0,169,0,NA,NA,NA,NA,23,0,23,4
"2271",2023-04-01,"NY","RICHMOND",36085,600,52,4,544,0,0,600,NA,NA,NA,NA,28,18,46,5
"2272",2023-04-01,"NY","ROCKLAND",36087,192,1,0,191,0,191,1,NA,NA,NA,NA,34,0,34,3
"2273",2023-04-01,"NY","SARATOGA",36091,168,0,0,168,0,167,1,NA,NA,NA,NA,17,0,17,1
"2274",2023-04-01,"NY","SCHENECTADY",36093,173,0,0,173,0,173,0,NA,NA,NA,NA,18,5,23,3
"2275",2023-04-01,"NY","SCHOHARIE",36095,19,0,0,19,0,19,0,NA,NA,NA,NA,4,0,4,0
"2276",2023-04-01,"NY","SENECA",36099,44,0,0,44,0,44,0,NA,NA,NA,NA,NA,NA,NA,0
"2277",2023-04-01,"NY","ST. LAWRENCE",36089,87,0,0,87,0,87,0,NA,NA,NA,NA,14,2,16,0
"2278",2023-04-01,"NY","STEUBEN",36101,103,0,0,103,0,92,11,NA,NA,NA,NA,17,2,19,0
"2279",2023-04-01,"NY","SUFFOLK",36103,1368,0,0,1368,0,1368,0,NA,NA,NA,NA,201,26,227,10
"2280",2023-04-01,"NY","SULLIVAN",36105,90,0,0,90,0,90,0,NA,NA,NA,NA,7,0,7,0
"2281",2023-04-01,"NY","TIOGA",36107,41,0,0,41,0,41,0,NA,NA,NA,NA,NA,NA,NA,0
"2282",2023-04-01,"NY","TOMPKINS",36109,116,0,0,116,0,115,1,NA,NA,NA,NA,16,0,16,0
"2283",2023-04-01,"NY","ULSTER",36111,171,5,3,163,0,171,0,NA,NA,NA,NA,14,1,15,0
"2284",2023-04-01,"NY","WARREN",36113,102,0,0,102,0,102,0,NA,NA,NA,NA,26,0,26,2
"2285",2023-04-01,"NY","WASHINGTON",36115,65,1,0,64,0,65,0,NA,NA,NA,NA,NA,NA,NA,0
"2286",2023-04-01,"NY","WAYNE",36117,191,0,0,191,0,190,1,NA,NA,NA,NA,14,31,45,7
"2287",2023-04-01,"NY","WESTCHESTER",36119,1179,0,0,1179,0,1178,1,NA,NA,NA,NA,158,19,177,8
"2288",2023-04-01,"NY","WYOMING",36121,34,0,0,34,0,34,0,NA,NA,NA,NA,6,0,6,0
"2289",2023-04-01,"NY","YATES",36123,11,0,0,11,0,11,0,NA,NA,NA,NA,1,0,1,0
"2290",2023-05-01,"NY","ALBANY",36001,188,0,0,188,0,188,0,NA,NA,NA,NA,66,6,72,8
"2291",2023-05-01,"NY","BRONX",36005,1272,201,3,1068,0,0,1272,NA,NA,NA,NA,155,20,175,2
"2292",2023-05-01,"NY","BROOME",36007,182,0,0,182,0,182,0,NA,NA,NA,NA,12,42,54,5
"2293",2023-05-01,"NY","CATTARAUGUS",36009,29,0,0,29,0,29,0,NA,NA,NA,NA,11,2,13,1
"2294",2023-05-01,"NY","CAYUGA",36011,39,0,0,39,0,39,0,NA,NA,NA,NA,9,0,9,0
"2295",2023-05-01,"NY","CHAUTAUQUA",36013,41,0,0,41,0,41,0,NA,NA,NA,NA,7,3,10,2
"2296",2023-05-01,"NY","CHEMUNG",36015,45,0,0,45,0,45,0,NA,NA,NA,NA,4,5,9,0
"2297",2023-05-01,"NY","CHENANGO",36017,30,0,0,30,0,30,0,NA,NA,NA,NA,2,0,2,0
"2298",2023-05-01,"NY","CLINTON",36019,116,15,26,75,0,105,11,NA,NA,NA,NA,10,8,18,2
"2299",2023-05-01,"NY","COLUMBIA",36021,34,0,0,34,0,34,0,NA,NA,NA,NA,4,0,4,1
"2300",2023-05-01,"NY","CORTLAND",36023,27,0,0,27,0,27,0,NA,NA,NA,NA,7,0,7,1
"2301",2023-05-01,"NY","DELAWARE",36025,38,0,0,38,0,38,0,NA,NA,NA,NA,3,0,3,0
"2302",2023-05-01,"NY","DUTCHESS",36027,195,0,5,190,0,195,0,NA,NA,NA,NA,20,3,23,1
"2303",2023-05-01,"NY","ERIE",36029,672,0,0,672,0,671,1,NA,NA,NA,NA,48,34,82,6
"2304",2023-05-01,"NY","ESSEX",36031,30,0,0,30,0,30,0,NA,NA,NA,NA,1,0,1,0
"2305",2023-05-01,"NY","FRANKLIN",36033,68,0,0,68,0,68,0,NA,NA,NA,NA,9,1,10,0
"2306",2023-05-01,"NY","FULTON",36035,42,0,0,42,0,42,0,NA,NA,NA,NA,3,0,3,0
"2307",2023-05-01,"NY","GENESEE",36037,26,0,0,26,0,26,0,NA,NA,NA,NA,6,6,12,1
"2308",2023-05-01,"NY","GREENE",36039,15,0,0,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,0
"2309",2023-05-01,"NY","HERKIMER",36043,34,0,0,34,0,34,0,NA,NA,NA,NA,2,0,2,0
"2310",2023-05-01,"NY","JEFFERSON",36045,144,0,0,144,0,144,0,NA,NA,NA,NA,18,1,19,1
"2311",2023-05-01,"NY","KINGS",36047,2262,196,5,2061,0,0,2262,NA,NA,NA,NA,107,106,213,8
"2312",2023-05-01,"NY","LEWIS",36049,13,0,0,13,0,13,0,NA,NA,NA,NA,2,0,2,0
"2313",2023-05-01,"NY","LIVINGSTON",36051,35,0,0,35,0,35,0,NA,NA,NA,NA,1,1,2,0
"2314",2023-05-01,"NY","MADISON",36053,23,0,0,23,0,12,11,NA,NA,NA,NA,0,0,0,0
"2315",2023-05-01,"NY","MONROE",36055,675,0,0,675,0,675,0,NA,NA,NA,NA,169,128,297,23
"2316",2023-05-01,"NY","MONTGOMERY",36057,28,0,0,28,0,28,0,NA,NA,NA,NA,7,1,8,0
"2317",2023-05-01,"NY","NASSAU",36059,1920,152,0,1768,0,1920,0,NA,NA,NA,NA,182,72,254,6
"2318",2023-05-01,"NY","NEW YORK",36061,2097,174,3,1920,0,0,2097,NA,NA,NA,NA,252,169,421,22
"2319",2023-05-01,"NY","NIAGARA",36063,101,0,0,101,0,101,0,NA,NA,NA,NA,3,2,5,1
"2320",2023-05-01,"NY","ONEIDA",36065,102,0,0,102,0,102,0,NA,NA,NA,NA,13,7,20,1
"2321",2023-05-01,"NY","ONONDAGA",36067,291,0,0,291,0,291,0,NA,NA,NA,NA,58,11,69,10
"2322",2023-05-01,"NY","ONTARIO",36069,88,0,0,88,0,88,0,NA,NA,NA,NA,36,5,41,1
"2323",2023-05-01,"NY","ORANGE",36071,415,1,0,414,0,414,1,NA,NA,NA,NA,56,5,61,6
"2324",2023-05-01,"NY","OSWEGO",36075,80,0,0,80,0,80,0,NA,NA,NA,NA,3,0,3,0
"2325",2023-05-01,"NY","OTSEGO",36077,49,0,0,49,0,49,0,NA,NA,NA,NA,7,2,9,2
"2326",2023-05-01,"NY","PUTNAM",36079,81,0,4,77,0,81,0,NA,NA,NA,NA,1,0,1,0
"2327",2023-05-01,"NY","QUEENS",36081,2649,199,11,2439,0,0,2649,NA,NA,NA,NA,157,45,202,13
"2328",2023-05-01,"NY","RENSSELAER",36083,67,0,0,67,0,67,0,NA,NA,NA,NA,4,3,7,2
"2329",2023-05-01,"NY","RICHMOND",36085,632,42,2,588,0,0,632,NA,NA,NA,NA,19,16,35,4
"2330",2023-05-01,"NY","ROCKLAND",36087,327,0,0,327,0,327,0,NA,NA,NA,NA,57,11,68,3
"2331",2023-05-01,"NY","SARATOGA",36091,113,0,0,113,0,113,0,NA,NA,NA,NA,11,10,21,2
"2332",2023-05-01,"NY","SCHENECTADY",36093,82,0,0,82,0,82,0,NA,NA,NA,NA,11,10,21,1
"2333",2023-05-01,"NY","SCHOHARIE",36095,13,0,0,13,0,13,0,NA,NA,NA,NA,2,0,2,0
"2334",2023-05-01,"NY","SENECA",36099,13,0,0,13,0,13,0,NA,NA,NA,NA,NA,NA,NA,0
"2335",2023-05-01,"NY","ST. LAWRENCE",36089,70,0,0,70,0,70,0,NA,NA,NA,NA,18,2,20,2
"2336",2023-05-01,"NY","STEUBEN",36101,38,0,0,38,0,38,0,NA,NA,NA,NA,6,0,6,0
"2337",2023-05-01,"NY","SUFFOLK",36103,1313,0,0,1313,0,1313,0,NA,NA,NA,NA,218,34,252,7
"2338",2023-05-01,"NY","SULLIVAN",36105,59,0,0,59,0,59,0,NA,NA,NA,NA,3,1,4,0
"2339",2023-05-01,"NY","TIOGA",36107,38,0,0,38,0,38,0,NA,NA,NA,NA,NA,NA,NA,0
"2340",2023-05-01,"NY","TOMPKINS",36109,59,0,0,59,0,59,0,NA,NA,NA,NA,14,0,14,1
"2341",2023-05-01,"NY","ULSTER",36111,146,6,0,140,0,135,11,NA,NA,NA,NA,10,0,10,0
"2342",2023-05-01,"NY","WARREN",36113,77,0,0,77,0,77,0,NA,NA,NA,NA,23,1,24,1
"2343",2023-05-01,"NY","WASHINGTON",36115,51,2,0,49,0,51,0,NA,NA,NA,NA,NA,NA,NA,0
"2344",2023-05-01,"NY","WAYNE",36117,59,0,0,59,0,59,0,NA,NA,NA,NA,3,18,21,1
"2345",2023-05-01,"NY","WESTCHESTER",36119,1071,0,0,1071,0,1071,0,NA,NA,NA,NA,147,22,169,7
"2346",2023-05-01,"NY","WYOMING",36121,11,0,0,11,0,11,0,NA,NA,NA,NA,1,0,1,0
"2347",2023-06-01,"NY","ALBANY",36001,138,0,0,138,0,138,0,NA,NA,NA,NA,46,2,48,8
"2348",2023-06-01,"NY","BRONX",36005,1439,162,1,1276,0,0,1439,NA,NA,NA,NA,113,25,138,3
"2349",2023-06-01,"NY","BROOME",36007,147,0,0,147,0,147,0,NA,NA,NA,NA,6,25,31,1
"2350",2023-06-01,"NY","CATTARAUGUS",36009,62,0,0,62,0,62,0,NA,NA,NA,NA,11,5,16,0
"2351",2023-06-01,"NY","CAYUGA",36011,27,0,0,27,0,27,0,NA,NA,NA,NA,10,0,10,1
"2352",2023-06-01,"NY","CHAUTAUQUA",36013,28,0,0,28,0,28,0,NA,NA,NA,NA,4,0,4,1
"2353",2023-06-01,"NY","CHEMUNG",36015,48,0,0,48,0,48,0,NA,NA,NA,NA,7,3,10,0
"2354",2023-06-01,"NY","CHENANGO",36017,30,0,0,30,0,30,0,NA,NA,NA,NA,3,0,3,0
"2355",2023-06-01,"NY","CLINTON",36019,27,7,8,12,0,27,0,NA,NA,NA,NA,2,4,6,0
"2356",2023-06-01,"NY","COLUMBIA",36021,14,0,0,14,0,14,0,NA,NA,NA,NA,3,1,4,0
"2357",2023-06-01,"NY","CORTLAND",36023,18,0,0,18,0,18,0,NA,NA,NA,NA,3,0,3,1
"2358",2023-06-01,"NY","DELAWARE",36025,22,0,0,22,0,22,0,NA,NA,NA,NA,1,0,1,0
"2359",2023-06-01,"NY","DUTCHESS",36027,207,1,0,206,0,207,0,NA,NA,NA,NA,45,0,45,1
"2360",2023-06-01,"NY","ERIE",36029,329,0,0,329,0,329,0,NA,NA,NA,NA,37,17,54,7
"2361",2023-06-01,"NY","ESSEX",36031,20,1,0,19,0,20,0,NA,NA,NA,NA,2,0,2,0
"2362",2023-06-01,"NY","FRANKLIN",36033,21,0,0,21,0,21,0,NA,NA,NA,NA,4,0,4,0
"2363",2023-06-01,"NY","FULTON",36035,28,0,0,28,0,28,0,NA,NA,NA,NA,1,0,1,0
"2364",2023-06-01,"NY","GENESEE",36037,19,0,0,19,0,19,0,NA,NA,NA,NA,0,7,7,0
"2365",2023-06-01,"NY","GREENE",36039,24,0,0,24,0,24,0,NA,NA,NA,NA,NA,NA,NA,0
"2366",2023-06-01,"NY","HERKIMER",36043,21,0,0,21,0,21,0,NA,NA,NA,NA,1,0,1,0
"2367",2023-06-01,"NY","JEFFERSON",36045,92,0,0,92,0,92,0,NA,NA,NA,NA,12,1,13,0
"2368",2023-06-01,"NY","KINGS",36047,1975,198,5,1772,0,0,1975,NA,NA,NA,NA,116,46,162,3
"2369",2023-06-01,"NY","LIVINGSTON",36051,25,0,0,25,0,25,0,NA,NA,NA,NA,1,0,1,0
"2370",2023-06-01,"NY","MADISON",36053,23,0,0,23,0,23,0,NA,NA,NA,NA,1,0,1,0
"2371",2023-06-01,"NY","MONROE",36055,364,0,0,364,0,364,0,NA,NA,NA,NA,88,64,152,17
"2372",2023-06-01,"NY","MONTGOMERY",36057,20,0,0,20,0,20,0,NA,NA,NA,NA,4,0,4,0
"2373",2023-06-01,"NY","NASSAU",36059,1638,52,0,1586,0,1637,1,NA,NA,NA,NA,89,73,162,7
"2374",2023-06-01,"NY","NEW YORK",36061,1722,128,1,1593,0,0,1722,NA,NA,NA,NA,239,123,362,17
"2375",2023-06-01,"NY","NIAGARA",36063,48,0,0,48,0,48,0,NA,NA,NA,NA,3,1,4,0
"2376",2023-06-01,"NY","ONEIDA",36065,116,0,0,116,0,116,0,NA,NA,NA,NA,17,9,26,3
"2377",2023-06-01,"NY","ONONDAGA",36067,156,0,0,156,0,156,0,NA,NA,NA,NA,37,3,40,2
"2378",2023-06-01,"NY","ONTARIO",36069,45,0,0,45,0,45,0,NA,NA,NA,NA,9,2,11,1
"2379",2023-06-01,"NY","ORANGE",36071,371,0,0,371,0,371,0,NA,NA,NA,NA,39,6,45,1
"2380",2023-06-01,"NY","OSWEGO",36075,29,0,0,29,0,29,0,NA,NA,NA,NA,4,0,4,0
"2381",2023-06-01,"NY","OTSEGO",36077,23,0,0,23,0,23,0,NA,NA,NA,NA,5,1,6,0
"2382",2023-06-01,"NY","PUTNAM",36079,85,0,4,81,0,85,0,NA,NA,NA,NA,4,0,4,0
"2383",2023-06-01,"NY","QUEENS",36081,2358,218,4,2136,0,0,2358,NA,NA,NA,NA,227,25,252,16
"2384",2023-06-01,"NY","RENSSELAER",36083,45,0,0,45,0,44,1,NA,NA,NA,NA,6,2,8,0
"2385",2023-06-01,"NY","RICHMOND",36085,472,38,0,434,0,0,472,NA,NA,NA,NA,16,27,43,0
"2386",2023-06-01,"NY","ROCKLAND",36087,231,0,0,231,0,231,0,NA,NA,NA,NA,19,1,20,1
"2387",2023-06-01,"NY","SARATOGA",36091,100,0,0,100,0,100,0,NA,NA,NA,NA,17,9,26,0
"2388",2023-06-01,"NY","SCHENECTADY",36093,88,0,0,88,0,77,11,NA,NA,NA,NA,9,7,16,4
"2389",2023-06-01,"NY","SCHOHARIE",36095,11,0,0,11,0,11,0,NA,NA,NA,NA,4,0,4,1
"2390",2023-06-01,"NY","ST. LAWRENCE",36089,38,0,0,38,0,38,0,NA,NA,NA,NA,7,2,9,0
"2391",2023-06-01,"NY","STEUBEN",36101,64,0,0,64,0,64,0,NA,NA,NA,NA,5,0,5,0
"2392",2023-06-01,"NY","SUFFOLK",36103,1064,0,0,1064,0,1061,3,NA,NA,NA,NA,144,28,172,7
"2393",2023-06-01,"NY","SULLIVAN",36105,58,0,0,58,0,58,0,NA,NA,NA,NA,4,0,4,0
"2394",2023-06-01,"NY","TIOGA",36107,34,0,0,34,0,23,11,NA,NA,NA,NA,NA,NA,NA,0
"2395",2023-06-01,"NY","TOMPKINS",36109,43,0,0,43,0,43,0,NA,NA,NA,NA,7,0,7,1
"2396",2023-06-01,"NY","ULSTER",36111,105,3,3,99,0,105,0,NA,NA,NA,NA,12,1,13,1
"2397",2023-06-01,"NY","WARREN",36113,41,0,0,41,0,41,0,NA,NA,NA,NA,8,0,8,0
"2398",2023-06-01,"NY","WASHINGTON",36115,23,0,0,23,0,23,0,NA,NA,NA,NA,NA,NA,NA,0
"2399",2023-06-01,"NY","WAYNE",36117,30,0,0,30,0,30,0,NA,NA,NA,NA,7,2,9,0
"2400",2023-06-01,"NY","WESTCHESTER",36119,1015,0,0,1015,0,1015,0,NA,NA,NA,NA,156,13,169,4
"2401",2023-07-01,"NY","ALBANY",36001,174,0,0,174,0,174,0,NA,NA,NA,NA,32,1,33,0
"2402",2023-07-01,"NY","ALLEGANY",36003,11,0,0,11,0,11,0,NA,NA,NA,NA,5,0,5,0
"2403",2023-07-01,"NY","BRONX",36005,2458,266,3,2189,0,0,2458,NA,NA,NA,NA,148,23,171,1
"2404",2023-07-01,"NY","BROOME",36007,132,0,0,132,0,132,0,NA,NA,NA,NA,8,1,9,0
"2405",2023-07-01,"NY","CATTARAUGUS",36009,41,0,0,41,0,41,0,NA,NA,NA,NA,21,4,25,0
"2406",2023-07-01,"NY","CAYUGA",36011,18,0,0,18,0,18,0,NA,NA,NA,NA,3,0,3,0
"2407",2023-07-01,"NY","CHAUTAUQUA",36013,48,0,0,48,0,48,0,NA,NA,NA,NA,4,0,4,0
"2408",2023-07-01,"NY","CHEMUNG",36015,47,0,0,47,0,47,0,NA,NA,NA,NA,2,1,3,0
"2409",2023-07-01,"NY","CHENANGO",36017,36,0,0,36,0,36,0,NA,NA,NA,NA,0,1,1,0
